file_name,transcription
bur_9762_2385358917.wav,ကမ္ဘာအနှံ့ မှာ ပြန့်ကြဲ ရောက်ရှိနေတာ ကိုလည်း တွေ့ရပါလိမ့်မယ်
bur_8266_2771713077.wav,ဂရိ နိုင်ငံ မှာ အရစ္စတိုတယ် ပညာ အရှိဆုံး လို့ ဒေဝီ က ပြောတယ်
bur_5932_7597761726.wav,ဗျစ်တောက်ဗျစ်တောက် နဲ့ တချိန်လုံး ဆူနေတဲ့ အဘွားကြီး လို့ ပြောတယ် ဆိုပြီးတော့ ဝင် ပြောတော့တာပါပဲ
bur_7865_0403700542.wav,လူကြီး ကတော့ လူကြီး အလုပ် လုပ်ရတာပေါ့
bur_9135_0228958418.wav,မတ္တရာ မြို့နယ် ကြက် မွေးမြူရေး ခြံ တစ်ခု ၌ ယခင် သီတင်းပတ် က တွေ့ရစဉ် ဖြစ်သည်
bur_2446_9864315322.wav,နတ်ရွာစံ တော့ လင်းဇင်းကုန်း မှာ မြှုပ်တယ် လို့ သိရတယ်
bur_6884_9825939836.wav,ဓားထိုးတိုက်ခိုက်မှု ဖြစ်ခဲ့ အပြီး အစ္စရေး ဖက် က ပိတ်ပင်လိုက်ပါတယ်
bur_5189_4566430141.wav,အဓိက ပြောချင်တာ က အပေါ် က မူဝါဒ ချမှတ်တာတွေ ကို ပဲ
bur_5362_5245492029.wav,ဦးအောင်ဖုန်းဝင်း တောင် ဥပဒေ ကို လက်တစ်လုံးခြား ချုပ်ကိုင်နေတယ်
bur_9762_3580228367.wav,သီချင်း သွားဆိုမယ်ဆိုရင် သူတို့ ကို မတွေ့ တောင် ကျွန်တော် ပါမယ် ဆိုပြီး တွေးထားတယ်
bur_3260_4412154847.wav,စစ်အောင် ဒေါက်တာ ဆိတ်ဖွား ဦးရဲထွဋ် အတူတူပဲ
bur_7712_9167019643.wav,လိုအပ်ချက်မ ရှိဘူး ဆိုရင် ပြိုင်ပွဲ မှာ အကောင်းဆုံး ပြိုင်နိုင်မယ် လို့ ယုံကြည်ပါတယ်
bur_9762_2739177711.wav,တယောက်ထဲ ကို တအား ခိုစီးမနေသင့်ပါဘူး
bur_5932_3434535872.wav,ကေတီပယ်ရီ ၏ နောက် တွင် အဆိုတော် ရီဟားနား က ဒုတိယ နေရာ ရရှိထားသည်
bur_7712_2241363754.wav,လက်သည်းလှီး ဓားငယ် ကို အရက်ပြန် ဆွတ်ထားသည့် ဂွမ်း ဖြင့် သုတ်လိုက်သည်
bur_4632_3802026963.wav,မြိတ် ဘိတ် ဆိုတဲ့ နာမည် ခပ်ဆန်းဆန်းလေး ကြောင့်လည်း ဖြစ်မယ် လို့ ထင်ရပါတယ်
bur_8266_3338842980.wav,မိုးမခ မီဒီယာ က မေသင်္ကြန်ဟိန်း က တင်ပြပါလိမ့်မယ်
bur_6118_7585832071.wav,ကရင် ပြည်နယ် မှာလည်း ဒူးရင်းသီး နဲ့ ဓညင်းသီးတွေ အလျှံအပယ် ထွက်ပါတယ်
bur_3260_5647990176.wav,ကိုယ် ကလည်း အချိန် မပေးနိုင်ဘူး ဆိုတော့ ဆရာဝန်ကြီးတွေ နဲ့ တိုင်ပင်ရတယ်
bur_9762_8447994087.wav,သူတို့ အိမ် လောက် အဝင်အထွက် ရှုပ်တဲ့ အိမ် ရှိမယ် မထင်ဘူး
bur_5932_6548780513.wav,လုပ်ဖော်ကိုင်ဖက် ရဲဘော်ရဲဘက် အဖြစ် နဲ့ နေကြတာ
bur_7712_9849249643.wav,ကျနော်တို့ အယူခံလွှာ ရေး ပြီး အနောက်ပိုင်းခရိုင် တရားရုံး ကို တင်လိုက်တယ်
bur_4632_8044632246.wav,အနုပညာ အနေနဲ့ ကိုယ်ပိုင် နေရာ ရှာ ပြီး ဝယ် ပြီး ဆွဲပါ
bur_5932_6213666303.wav,ခု ချိန် တော့ စာအုပ် အငှားဆိုင်တွေ နည်းလာတယ်
bur_5189_1957822672.wav,မြန်မာ ပြည် ရဲ့ မြစ်ဆုံ ကို ကိုင်လိုက်ရင် အဲ့ဒါ နည်းတဲ့ ဒေသတွေ မဟုတ်ဘူး
bur_5189_9486198572.wav,ဒါ ဟာ ရဟန်းဘဝ ရဲ့ ရည်မှန်းချက် မဟုတ်ပါ
bur_5903_0240722899.wav,ကိုလံဘီယာ ပဋိပက္ခ ဟာ လက်တင် အမေရိက နိုင်ငံ မှာ သက်တမ်း အကြာဆုံး ပဋိပက္ခ ဖြစ်ပါတယ်
bur_7712_5294476582.wav,မြိုင် အနောက်ဘက် တောင်တန်းတွေ ပေါ် မှာ လူတွေ ရှိနေတယ်
bur_5903_2106359204.wav,လားရှိုး မြို့ မြို့မ ဈေးကြီး ကို ပိတ်ထားရ ပြီး မြို့ မှာ ကျီးလန့်စာစား ထိတ်လန့်နေကြရသည်
bur_5903_2173771627.wav,နိုင်ငံခြား မူကြို ကျောင်းသား အတွက် လက်ခံသော ကျောင်းများ လည်း ရှိသည်
bur_4409_6027946921.wav,ဒါ ကတော့ မိုးယု က ဆံပင် ပုံစံ ကို ဇာတ်လမ်း အရ ကာရိုက်တာ နဲ့ လိုက်အောင် လုပ်ဖြစ်တာပါ
bur_5932_9870186235.wav,အဲဒီ့တော့ ကျမတို့ က အပြင် ဈေးကွက် မှာ ဖုန်းကတ်တွေ ကို ပြန် ပြီးတော့ ယူရတယ်
bur_2446_9646665879.wav,ယခု တော့ အသက် အရွယ် အရ တရားဓမ္မ နှင့် ပျော်မွေ့နေပြီ ဖြစ်သည်
bur_5903_2273748123.wav,ကိုယ်တို့ နိုင်ငံ အတွက် ကိုယ်ကျိုးစွန့် ကြိုးစားပမ်းစား လုပ်နေကြတဲ့ သူတွေ ရှိတယ်
bur_9135_5377044463.wav,အင်တာနက် ခေတ်ကြီး မှာ ဖျော်ဖြေစရာတွေ များလာလို့လား လို့လည်း တွေးစရာ ရှိတယ်
bur_5932_9336786599.wav,အသုဘ သီချင်းသံ ဟာလည်း သူတို့ နဲ့ ပတ်သက် သမျှ အလုံးစုံ ကို ဝါးမြိုသွားခဲ့ပါတယ်
bur_5932_4814502847.wav,ဗဟန်း ရဲစခန်း မှာ ဒီ အမှု ကို ဖွင့်ထား ပြီး ရဲ က စုံစမ်း စစ်ဆေးနေပါတယ်
bur_5189_5084698414.wav,ကျောက်တံတား မှာလည်း ပါနေတယ် ဆိုတာ သိလျက်သား နဲ့ နှစ်နေရာစလုံး မှာ မဲပေးမယ် ဆိုရင် ပြစ်မှု မြောက်တယ်
bur_4632_3557140443.wav,တိုင်းရင်းသား ပြည်သူများ သည်သာ သူတို့တစ်တွေ ၏ အာဏာပြ ဖမ်းဆီး နှိပ်စက်ခြင်းများ ကို ခံရပါသည်
bur_0366_7193794246.wav,ဦးစော ကို လက်နက်ထုတ်ပေးမှုဖြင့်အင်းစိန်ထောင်ထဲရောက်နေသူကပ္ပတိန်ဗီဗီယန်ဖြစ်သည်
bur_8698_6352555493.wav,အဲဒါကြောင့် စစ်သား မှ စစ်သား ဆိုတဲ့ စိတ် သဘောထား ကို ပြောင်းကြရမယ်
bur_5903_7322443436.wav,စကော့တလန် အပါအဝင် ဆလိုဗက်ကီးယား ဆလိုဗေးနီးယား လစ်သူရိန်းနီးယား မော်လ်တာတို့ နဲ့ တွေ့မှာပါ
bur_7865_5000756223.wav,ကလေး ဆိုတော့ ကိုယ့်ကိုယ်ကိုယ် သိပ်သိပ် တတ်တယ် လို့ ပဲ ထင်တာလေ
bur_0366_5281755035.wav,ဒီ ကိစ္စ နဲ့ ပတ်သက်လို့ ဒေသခံ တစ်ဦး ဖြစ်တဲ့ ကိုဖြိုးဟန် က အခုလို ပြောပါတယ်
bur_6118_5608293053.wav,မြန်မာ ကိုကိုးကျွန်း နဲ့ အိန္ဒိယ နီကိုဘာ ကျွန်းတွေ တဝိုက် ရှာဖွေခဲ့ကြတာ ဖြစ်ပါတယ်
bur_9762_8795987377.wav,မကြာခင် မှာ ထုတ်ပြန်သွားမှာပါ ဟုလည်း ဦးဝဏ္ဏမောင်လွင် က ပြောသည်
bur_3260_5171089226.wav,ဦးဝီရသူ ကို ငပေါကြီး လိုတော့ ဘယ်သူမှ ထင်မှာ မဟုတ်ဘူး
bur_5932_4003839446.wav,ပိုလန် အစိုးရ ကလေးသူငယ်ရေးရာ ဌာန မှ ပြောရေးဆိုခွင့် ရှိသူ မာရက်မစ်ချာလက် က အတော်လေး စိတ်ပျက်စရာ ကောင်းတဲ့ ပုံ ပဲ
bur_0644_0082344273.wav,ဒီလို သင်္ကြန်ပွဲတော် ဆိုတာ လည်း ကျမတို့ မြန်မာ တနိုင်ငံတည်း ရှိတာလေ
bur_3260_5548338844.wav,ကျနော်တို့ နာဂပွဲတော် ကို နှစ်စဉ် စည်ကားသိုက်မြိုက်စွာ ကျင်းပပါတယ်
bur_6118_5018593250.wav,ဆိုင်ကယ် နဲ့ ခိုးတာတွေ ကား နဲ့ ခိုးတာတွေ မိ လို့ ရှိ ရင် မောင်းတဲ့ လူတွေ က ထွက်ပြေးတယ်
bur_5189_1282452549.wav,ဒုတိယပိုင်း တွင် ဇာတ်ကွက် ဇာတ်လမ်း အစအဆုံး ကပြရသည်
bur_5903_6926198253.wav,အခြား ရိုးရာပွဲ တစ်ခု မှာ ဖုတ်ပွဲ ခေါ် သားသမီး ထွန်းကားပွဲ ရှိသည်
bur_2446_5787596042.wav,ဘယ် ဘာသာဝင် အိမ် မို့ မငြိမ်းဘူး ဆိုတာ ဘယ်တုန်းက မှ မရှိခဲ့ပါဘူး
bur_5932_8625468718.wav,ရင်ထဲ မှာလည်း စိုးရိမ်ကြောက်လန့်မှုတွေ က ရှိနေတယ်
bur_5189_0909065123.wav,ပါတီ ဆိုတဲ့ သဘော ကတော့ နေ့ည ပုံစံ နှစ်မျိုး ရှိတယ်
bur_6118_7274139216.wav,အပြင် က အလုပ်တွေ သူတို့ မရှိ ဘယ်သူ လုပ်မလဲ
bur_4409_4274951233.wav,အဲဒီ အချိန် မှာ ဝါယာကြိုးတွေ သစ်သားတုတ်တွေ နဲ့ ရိုက်ကြတော့တာပါပဲ
bur_9135_1808701959.wav,ချင်း ပြည်နယ် မှာ အုပ်စိုးနေတာ က ကြံ့ဖွံ့ ပါတီဝင်တွေ ပဲ
bur_4409_3580036425.wav,ကိုကိုင်ဇာ နဲ့ မဆွေတို့ က တခေတ်တည်း နာမည်ကြီးလာတဲ့ သူတွေ ပါ
bur_7712_7935055224.wav,ဒါတွေ ကို ဘဒူ လာ ဖြေရှင်းပေးမှာလဲ ဆိုတာ ကို သိချင်ပါတယ်
bur_9762_5963237086.wav,အပူလှိုင်း ဖြတ်သန်းမှု နဲ့ မိုးခေါင်ရေရှားမှုတွေ ကြုံတွေ့ကြရပါတယ်
bur_7543_1255940387.wav,ကလေးတွေ ကလည်း မြန်မာမုန့်တွေ ကြိုက်လာတာကို တွေ့ရပါတယ် ဟု ဆိုသည်
bur_0366_1097534424.wav,လီနင် ရဲ့ အတ္ထုပ္ပတ္တိ ကိုလည်း အသစ် ပြန်ရေးရတော့တယ်
bur_5903_5946926433.wav,သည်းခံခွင့်လွတ်မှု ဟာ အောင်မြင်ခြင်း ရဲ့ လမ်း ဆိုတာ လက်ခံထားစေချင်တယ်
bur_5362_8018513282.wav,ရှားတော မြို့နယ် ဒေါလဲဒူ ကျေးရွာ နေ ဒေါ်ဖရဲမယ် က ပြောသည်
bur_0366_5276116038.wav,ငြိမ်းချမ်းရေး အတွက် အပစ် ရပ်ရုံ ပဲ ရှိသေးတယ်
bur_6118_3095947089.wav,အဲ့ဒီလို ဝတ်တဲ့ အထဲ မှာ ကင်းထောက် မဖြစ်ခဲ့တဲ့ သူတွေ မရှိပါဘူး
bur_4632_5097506337.wav,ရခိုင် ကို သွားတဲ့ အခါ ကျတော့ ဒေသခံ အမျိုးသမီးတွေ ကရော ပြောရဲဆိုရဲ ရှိလား
bur_5362_3348700996.wav,နောက်တော့ ဟို က ကန့်ကွက် ဒီ က ကန့်ကွက် နဲ့ ခက်တာပဲ
bur_5362_9732034321.wav,ဖွင့်တာ မှ တစ်ပုဒ် မပြီးသေးဘူး နောက်တစ်ပုဒ် ကို ထပ် ဖွင့်တာ
bur_3260_8038039261.wav,နောက်ပိုင်း မှာတော့ ဗိုလ်ချုပ် ကို နှိမ်ချင်လို့လား မသိဘူး
bur_3260_6114885291.wav,စာရေးဆရာ ရုပ်ရှင်ဒါရိုက်တာ မောင်ဝဏ္ဏ သည် စိန်ပေါ အထက်တန်းကျောင်း တွင် သူငယ်တန်း မှ အထက်တန်း အထိ ပညာ သင်ကြားခဲ့သည်
bur_0644_9355657943.wav,လက်ထပ်ထိမ်းမြားခြင်း ကြောင့် ဖြစ်ပေါ်လာစေနိုင်သော ပြဿနာပေါင်း များစွာ ရှိနိုင်ပါသည်
bur_0366_0627382718.wav,ကချင် ပြည်နယ် နှင့် ဆက်လျက် ရှိသည့် ရှမ်းပြည်နယ် တစ်စိတ်တစ်ပိုင်း လည်း ပါဝင်သည်
bur_3260_1939213623.wav,ရန်ကုန် မြို့ မှာ လမ်းဘေး စားသောက်ဆိုင်တွေ ကလည်း မြို့နယ်တိုင်း လိုလို မှာ တွေ့ရပါတယ်
bur_0366_8855472264.wav,စာလေး တစ်ကြောင်း က သမိုင်း တွင်ရစ်လောက်အောင် ရှိနေခဲ့တယ်
bur_5189_5613416556.wav,ငါတို့ လုပ် မှ တိုင်းပြည် တိုးတက်မယ် သူတို့ ကြောင့် မတိုးတက်တာ အဲသလို စိတ် မမွေးပါနဲ့
bur_7712_2869267741.wav,လက်ရှိ မှာ ဘယ်သူတွေ ဘာပြောပြော သူ က စင်ပေါ် က လူ တစ်ယောက် ပါ
bur_7712_8352001794.wav,ဒီ အုပ်စု မှာတော့ ချက် အသင်း က ပထမ အိုက်စလန် က ဒုတိယ နဲ့ တူရကီ က တတိယ နေရာ က ရပ်တည်နေပါတယ်
bur_2446_1964754760.wav,မအူပင် အမတ် ဦးဘဦး က နုတ်ထွက်လျှောက်လွှာ တင်တယ်
bur_8266_2103189145.wav,ဆရာ ညီပုလေး ပြောသွားတဲ့ ဌာနေ တရုတ် လူမျိုးတွေ နဲ့ နောက် ရောက်တဲ့ တရုတ် အသစ်တွေ က မတူဘူး လို့ ကြားတယ်
bur_4632_3613438704.wav,အယ်ဒီတာချုပ်များ အနေနဲ့ ဆရာကြီး ရွှေဥဒေါင်း လူထုဦးလှ လူထုဒေါ်အမာတို့ ဖြစ်ကြပါတယ်
bur_9762_6350280557.wav,ကြည့်ချင်တယ် ဆိုရင်လည်း ခရီးစဉ် တခါတည်း ထည့် ဆွဲထားနော
bur_0644_3628502738.wav,ကိုယ်တိုင် သောက်သုံးသူတွေ ရော တဆင့်ခံ အငွေ့ ရှူရှိုက်မိသူတွေ ရော မှာ တွေ့ရသလိုပါပဲ
bur_9135_3732506762.wav,အခု က ပြည်ပ ဈေးကွက် နဲ့ ယှဉ်ပြိုင်နေရတာ
bur_0366_5495805773.wav,ယင်း တွင် အဖြူရောင် နှင့် အနက်ရောင် တချို့ ပါသည်
bur_5189_3994922881.wav,သူတို့ ရဲ့ ပိုင်ဆိုင်မှုတွေ ကို စစ်ဆေးဖို့ မဟုတ်ပါဘူး
bur_5903_9200085408.wav,တခြား အဖွဲ့အစည်းတွေ မှာ လုပ်ဆောင်နေတဲ့ အီတလီ နိုင်ငံ က ပညာရှင်တွေ လည်း ကျောင်းခွဲ မှာ လာရောက် သင်ကြားပေးခဲ့ပါတယ်
bur_5903_9759688524.wav,ရှမ်း ပြည်နယ် ရဲတပ်ဖွဲ့ ရုံး ဦးစီး အရာရှိ ရဲမှူးကြီး ဆန်းလွင် က အမှုမှန် ပေါ်ပေါက်ဖို့ အတွက် စစ်ဆေးနေတုန်း ပဲ ရှိပါသေးတယ်
bur_6118_9577254453.wav,ယခု ပုံ မှာ မြင်တွေ့နေရတဲ့ မျက်လုံး ပုံ ဟာ ဓာတ်ပုံ မဟုတ်ပါဘူး
bur_5932_7634411778.wav,ကျနော်တို့ အပြင် ကို မိန်းကလေး အဆိုတော်တွေ ဘယ်သူ ဖြစ်မလဲ ဆိုတာ ကျနော်တို့ ညှိနှိုင်းနေတုန်းပေါ့
bur_8698_0958683056.wav,အခုချိန် ထိ မီးညွှန့် က မကျိုးသေးဘူး ငြိမ်းနေတုန်းပဲ
bur_5932_4312748696.wav,ပြီးရင် အခု သော့ ပေးထားတဲ့ အခန်း ကို အပြီး ပြောင်းရွှေ့သွားကြပေတော့ တဲ့
bur_7712_1565808991.wav,ကျနော်တို့ အခု လုပ်နေတာ က နိုင်ငံရေး တွေ့ဆုံဆွေးနွေးမှု က အဓိက ပါပဲ
bur_4632_1006458960.wav,နောက်မှ သူ သတိရ ပြီး မြေကြီး ကို စမ်းကြည့်သည်
bur_2446_6260400911.wav,မြန်မာ နိုင်ငံ ရဲ့ သွားသင့်နဲ့ နေရာတွေ သွားကြတယ်
bur_0644_4685916964.wav,အဲဒီ အချိန် တုန်းက ပါဝင်ခွင့် ရဖို့ နဲ့ ဆေး ရဖို့ ပဲ ကျနော်တို့ တောင်းဆိုနိုင်တာ
bur_5903_3258811644.wav,အခု ရှစ်သောင်းတန် လောက် နဲ့ ရတဲ့ နေရာ ရှာနေရတယ်
bur_5903_0127654990.wav,တခြား အနုပညာရှင်တွေ လည်း ပါတယ်
bur_6118_7156063629.wav,အဲ့ဒီလို ပြင်လိုက်တဲ့ အတွက်ကြောင့် တည အိပ်သွား ပြီး ပြန်လာ လို့ ရတယ်
bur_7712_0664565715.wav,နန်းဆု ဆယ်ခြောက်နှစ် က တော်တော်ကို အပူပင် ကင်းပါတယ်
bur_0644_2952296226.wav,မွန်ဘိုင်း တွင် ထို အမှု ထက် နှစ်ဆ ပို ပြီး ဖြစ်ခဲ့သည်
bur_5189_4446034621.wav,ခြေ တစ်ဖက် လည်း ကျိုးခဲ့ဖူးတယ် ဟု ဦးစန်းလွင် က ဆိုသည်
bur_6118_6831171988.wav,ကျွန်တော် လည်း ကိုယ့်ကိုယ်ကိုယ် မမြင်ခဲ့သေးခင် က ကြည့် ပြီး ရယ်ခဲ့ဖူးပါတယ်
